"name","type","class","exported","generic","args","package","Rversion"
"sample                    ","closure    ","           ","TRUE","FALSE","(x, size, replace = FALSE)                                                                                                                                                                                                                                                                                                                                               ","base   ","0.62.4"
"sapply                    ","closure    ","           ","TRUE","FALSE","(X, FUN, ..., simplify = TRUE)                                                                                                                                                                                                                                                                                                                                           ","base   ","0.62.4"
"save                      ","closure    ","           ","TRUE","FALSE","(..., list = character(0), file = \""\"", ascii = FALSE)                                                                                                                                                                                                                                                                                                                   ","base   ","0.62.4"
"save.image                ","closure    ","           ","TRUE","FALSE","(f = \"".RData\"")                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"save.plot                 ","closure    ","           ","TRUE","FALSE","(file = \""Rplots.ps\"")                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.62.4"
"scale                     ","closure    ","           ","TRUE","FALSE","(x, center = TRUE, scale = TRUE)                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"scan                      ","closure    ","           ","TRUE","FALSE","(file = \""\"", what = double(0), nmax = -1, n = -1, sep = \""\"", \t    skip = 0, nlines = 0, na.strings = \""NA\"", flush = FALSE, \t    strip.white = FALSE, quiet = FALSE)                                                                                                                                                                                                 ","base   ","0.62.4"
"sd                        ","closure    ","           ","TRUE","FALSE","(x, na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"search                    ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"segments                  ","closure    ","           ","TRUE","FALSE","(x0, y0, x1, y1, col = par(\""fg\""), lty = par(\""lty\""), \t    xpd = FALSE)                                                                                                                                                                                                                                                                                               ","base   ","0.62.4"
"seq                       ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"seq.default               ","closure    ","           ","TRUE","FALSE","(from = 1, to = 1, by = ((to - from)/(length.out - 1)), \t    length.out = NULL, along.with = NULL)                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"sequence                  ","closure    ","           ","TRUE","FALSE","(nvec)                                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.62.4"
"sign                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"signif                    ","closure    ","           ","TRUE","FALSE","(x, digits = 6)                                                                                                                                                                                                                                                                                                                                                          ","base   ","0.62.4"
"sin                       ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"sinh                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"sink                      ","closure    ","           ","TRUE","FALSE","(file = NULL)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.62.4"
"solve                     ","closure    ","           ","TRUE","FALSE","(a, b, ...)                                                                                                                                                                                                                                                                                                                                                              ","base   ","0.62.4"
"solve.default             ","closure    ","           ","TRUE","FALSE","(a, b, tol = 1e-07)                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"solve.qr                  ","closure    ","           ","TRUE","FALSE","(a, b, tol = 1e-07)                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"sort                      ","closure    ","           ","TRUE","FALSE","(x, partial = NULL, na.last = NA)                                                                                                                                                                                                                                                                                                                                        ","base   ","0.62.4"
"source                    ","closure    ","           ","TRUE","FALSE","(file, local = FALSE, echo = debug, print.eval = echo, \t    debug = FALSE, max.deparse.length = 150)                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"spline                    ","closure    ","           ","TRUE","FALSE","(x, y = NULL, n = 3 * length(x), method = \""fmm\"", xmin = min(x), \t    xmax = max(x))                                                                                                                                                                                                                                                                                   ","base   ","0.62.4"
"splinefun                 ","closure    ","           ","TRUE","FALSE","(x, y = NULL, method = \""fmm\"")                                                                                                                                                                                                                                                                                                                                          ","base   ","0.62.4"
"split                     ","closure    ","           ","TRUE","FALSE","(x, f)                                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.62.4"
"split.data.frame          ","closure    ","           ","TRUE","FALSE","(x, f)                                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.62.4"
"split.default             ","closure    ","           ","TRUE","FALSE","(x, f)                                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.62.4"
"sqrt                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"start                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"start.default             ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"start.ts                  ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"stat.anova                ","closure    ","           ","TRUE","FALSE","(table, test = c(\""Chisq\"", \""F\"", \""Cp\""), scale, df.scale, \t    n)                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"stem                      ","closure    ","           ","TRUE","FALSE","(x, scale = 1, width = 80, atom = 1e-08)                                                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"stop                      ","closure    ","           ","TRUE","FALSE","(message = NULL)                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"storage.mode              ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"storage.mode<-            ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.62.4"
"str                       ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.62.4"
"str.data.frame            ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.62.4"
"str.default               ","closure    ","           ","TRUE","FALSE","(object, max.level = 0, vec.len = 4, digits.d = 3, give.attr = TRUE, \t    give.length = TRUE, wid = .Options$width, nest.lev = 0, \t    indent.str = paste(rep(\"" \"", max(0, nest.lev + 1)), collapse = \""..\""))                                                                                                                                                        ","base   ","0.62.4"
"strheight                 ","closure    ","           ","TRUE","FALSE","(s, units = \""user\"", cex = NULL)                                                                                                                                                                                                                                                                                                                                        ","base   ","0.62.4"
"stripplot                 ","closure    ","           ","TRUE","FALSE","(x, method = \""overplot\"", jitter = 0.1, offset = 1/3, \t    vertical = FALSE, group.names, xlim = NULL, ylim = NULL, \t    main = \""\"", ylab = \""\"", xlab = \""\"", pch = 0, col = par(\""fg\""), \t    cex = par(\""cex\""))                                                                                                                                                 ","base   ","0.62.4"
"strsplit                  ","closure    ","           ","TRUE","FALSE","(x, split)                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.62.4"
"structure                 ","closure    ","           ","TRUE","FALSE","(.Data, ...)                                                                                                                                                                                                                                                                                                                                                             ","base   ","0.62.4"
"strwidth                  ","closure    ","           ","TRUE","FALSE","(s, units = \""user\"", cex = NULL)                                                                                                                                                                                                                                                                                                                                        ","base   ","0.62.4"
"sub                       ","closure    ","           ","TRUE","FALSE","(pattern, replacement, x, ignore.case = FALSE, extended = TRUE)                                                                                                                                                                                                                                                                                                          ","base   ","0.62.4"
"subset                    ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"subset.data.frame         ","closure    ","           ","TRUE","FALSE","(dfr, subset, select)                                                                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"subset.default            ","closure    ","           ","TRUE","FALSE","(x, subset)                                                                                                                                                                                                                                                                                                                                                              ","base   ","0.62.4"
"substitute                ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"substr                    ","closure    ","           ","TRUE","FALSE","(x, start, stop)                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"substring                 ","closure    ","           ","TRUE","FALSE","(text, first, last = 1e+06)                                                                                                                                                                                                                                                                                                                                              ","base   ","0.62.4"
"sum                       ","closure    ","           ","TRUE","FALSE","(..., na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.62.4"
"summary                   ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.62.4"
"summary.aov               ","closure    ","           ","TRUE","FALSE","(object, intercept = FALSE, keep.zero.df = TRUE, ...)                                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"summary.data.frame        ","closure    ","           ","TRUE","FALSE","(object, maxsum = 7, ...)                                                                                                                                                                                                                                                                                                                                                ","base   ","0.62.4"
"summary.default           ","closure    ","           ","TRUE","FALSE","(object, ..., digits = max(3, .Options$digits - 3))                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"summary.factor            ","closure    ","           ","TRUE","FALSE","(object, maxsum = 100, ...)                                                                                                                                                                                                                                                                                                                                              ","base   ","0.62.4"
"summary.glm               ","closure    ","           ","TRUE","FALSE","(object, dispersion = NULL, correlation = FALSE, na.action = na.omit)                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"summary.glm.null          ","closure    ","           ","TRUE","FALSE","(object, dispersion = NULL, correlation = TRUE, na.action = na.omit)                                                                                                                                                                                                                                                                                                     ","base   ","0.62.4"
"summary.infl              ","closure    ","           ","TRUE","FALSE","(object, digits = max(2, .Options$digits - 5), ...)                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"summary.lm                ","closure    ","           ","TRUE","FALSE","(object, correlation = FALSE)                                                                                                                                                                                                                                                                                                                                            ","base   ","0.62.4"
"summary.lm.null           ","closure    ","           ","TRUE","FALSE","(z, correlation = FALSE)                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"summary.matrix            ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.62.4"
"svd                       ","closure    ","           ","TRUE","FALSE","(x, nu = min(n, p), nv = min(n, p))                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"sweep                     ","closure    ","           ","TRUE","FALSE","(x, MARGIN, STATS, FUN = \""-\"", ...)                                                                                                                                                                                                                                                                                                                                     ","base   ","0.62.4"
"switch                    ","closure    ","           ","TRUE","FALSE","(EXPR, ...)                                                                                                                                                                                                                                                                                                                                                              ","base   ","0.62.4"
"symbol.C                  ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"symbol.For                ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"symbols                   ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                                    ","base   ","0.62.4"
"symnum                    ","closure    ","           ","TRUE","FALSE","(x, cutpoints = c(0.3, 0.6, 0.8, 0.9, 0.95), symbols = c(\"" \"", \t    \"".\"", \"",\"", \""+\"", \""*\"", \""B\""), na = \""?\"", eps = 1e-05, corr = missing(cutpoints), \t    show.max = if (corr) \""1\"", show.min = NULL, lower.triangular = corr & \t    \t    is.matrix(x), diag.lower.tri = corr & !is.null(show.max))                                                         ","base   ","0.62.4"
"sys.call                  ","closure    ","           ","TRUE","FALSE","(which = 0)                                                                                                                                                                                                                                                                                                                                                              ","base   ","0.62.4"
"sys.calls                 ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"sys.frame                 ","closure    ","           ","TRUE","FALSE","(which = 0)                                                                                                                                                                                                                                                                                                                                                              ","base   ","0.62.4"
"sys.frames                ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"sys.function              ","closure    ","           ","TRUE","FALSE","(which = 0)                                                                                                                                                                                                                                                                                                                                                              ","base   ","0.62.4"
"sys.nframe                ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"sys.on.exit               ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"sys.parent                ","closure    ","           ","TRUE","FALSE","(n = 1)                                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.62.4"
"sys.parents               ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"sys.source                ","closure    ","           ","TRUE","FALSE","(file)                                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.62.4"
"sys.status                ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.62.4"
"system                    ","closure    ","           ","TRUE","FALSE","(call, intern = FALSE)                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.62.4"
"system.file               ","closure    ","           ","TRUE","FALSE","(file = \""\"", pkg = .packages(), lib = .lib.loc)                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"system.time               ","closure    ","           ","TRUE","FALSE","(expr)                                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.62.4"
"t                         ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"t.data.frame              ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"t.default                 ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"t.test                    ","closure    ","           ","TRUE","FALSE","(x, y = NULL, alternative = \""two.sided\"", mu = 0, paired = FALSE, \t    var.equal = FALSE, conf.level = 0.95)                                                                                                                                                                                                                                                           ","base   ","0.62.4"
"table                     ","closure    ","           ","TRUE","FALSE","(..., exclude = c(NA, NaN))                                                                                                                                                                                                                                                                                                                                              ","base   ","0.62.4"
"tabulate                  ","closure    ","           ","TRUE","FALSE","(bin, nbins = max(bin))                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.62.4"
"tan                       ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"tanh                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.62.4"
"tapply                    ","closure    ","           ","TRUE","FALSE","(x, INDEX, FUN = NULL, simplify = TRUE, ...)                                                                                                                                                                                                                                                                                                                             ","base   ","0.62.4"
"tempfile                  ","closure    ","           ","TRUE","FALSE","(pattern = \""file\"")                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.62.4"
"terms                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
"terms.default             ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.62.4"
"terms.formula             ","closure    ","           ","TRUE","FALSE","(x, specials = NULL, abb = NULL, data = NULL, neg.out = TRUE, \t    keep.order = FALSE)                                                                                                                                                                                                                                                                                  ","base   ","0.62.4"
"terms.terms               ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                                 ","base   ","0.62.4"
