"name","type","class","exported","generic","args","package","Rversion"
"rbeta                     ","closure    ","           ","TRUE","FALSE","(n, shape1, shape2)                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"rbind                     ","closure    ","           ","TRUE","FALSE","(..., deparse.level = 1)                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"rbind.data.frame          ","closure    ","           ","TRUE","FALSE","(..., deparse.level = 1)                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"rbinom                    ","closure    ","           ","TRUE","FALSE","(n, size, prob)                                                                                                                                                                                                                                                                                                                                                ","base   ","0.63.0"
"rcauchy                   ","closure    ","           ","TRUE","FALSE","(n, location = 0, scale = 1)                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"rchisq                    ","closure    ","           ","TRUE","FALSE","(n, df, ncp = 0)                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"read.fwf                  ","closure    ","           ","TRUE","FALSE","(file, widths, sep = \""\"", as.is = FALSE, skip = 0, row.names,     col.names)                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"read.table                ","closure    ","           ","TRUE","FALSE","(file, header = FALSE, sep = \""\"", row.names, col.names,     as.is = FALSE, na.strings = \""NA\"", skip = 0)                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"readline                  ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                             ","base   ","0.63.0"
"real                      ","closure    ","           ","TRUE","FALSE","(length = 0)                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"rect                      ","closure    ","           ","TRUE","FALSE","(xleft, ybottom, xright, ytop, col = NULL, border = par(\""fg\""),     lty = NULL, xpd = FALSE)                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"reformulate               ","closure    ","           ","TRUE","FALSE","(termlabels, response = NULL)                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"remove                    ","closure    ","           ","TRUE","FALSE","(..., list = character(0), pos = -1, envir = pos.to.env(pos),     inherits = FALSE)                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"rep                       ","closure    ","           ","TRUE","FALSE","(x, times, length.out)                                                                                                                                                                                                                                                                                                                                         ","base   ","0.63.0"
"repeat                    ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"replace                   ","closure    ","           ","TRUE","FALSE","(x, list, values)                                                                                                                                                                                                                                                                                                                                              ","base   ","0.63.0"
"replications              ","closure    ","           ","TRUE","FALSE","(formula, data = NULL, na.action = na.fail)                                                                                                                                                                                                                                                                                                                    ","base   ","0.63.0"
"require                   ","closure    ","           ","TRUE","FALSE","(name, quietly = FALSE)                                                                                                                                                                                                                                                                                                                                        ","base   ","0.63.0"
"resid                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"residuals                 ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"residuals.glm             ","closure    ","           ","TRUE","FALSE","(x, type = \""deviance\"")                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"residuals.lm              ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"return                    ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"rev                       ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"rexp                      ","closure    ","           ","TRUE","FALSE","(n, rate = 1)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"rf                        ","closure    ","           ","TRUE","FALSE","(n, df1, df2)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"rgamma                    ","closure    ","           ","TRUE","FALSE","(n, shape, scale = 1)                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"rgb                       ","closure    ","           ","TRUE","FALSE","(red, green, blue, names = NULL)                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"rgeom                     ","closure    ","           ","TRUE","FALSE","(n, prob)                                                                                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"rhyper                    ","closure    ","           ","TRUE","FALSE","(nn, m, n, k)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"rlnorm                    ","closure    ","           ","TRUE","FALSE","(n, meanlog = 0, sdlog = 1)                                                                                                                                                                                                                                                                                                                                    ","base   ","0.63.0"
"rlogis                    ","closure    ","           ","TRUE","FALSE","(n, location = 0, scale = 1)                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"rm                        ","closure    ","           ","TRUE","FALSE","(..., list = character(0), pos = -1, envir = pos.to.env(pos),     inherits = FALSE)                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"rnbinom                   ","closure    ","           ","TRUE","FALSE","(n, size, prob)                                                                                                                                                                                                                                                                                                                                                ","base   ","0.63.0"
"rnchisq                   ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"rnorm                     ","closure    ","           ","TRUE","FALSE","(n, mean = 0, sd = 1)                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"round                     ","closure    ","           ","TRUE","FALSE","(x, digits = 0)                                                                                                                                                                                                                                                                                                                                                ","base   ","0.63.0"
"row                       ","closure    ","           ","TRUE","FALSE","(x, as.factor = FALSE)                                                                                                                                                                                                                                                                                                                                         ","base   ","0.63.0"
"row.names                 ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"row.names<-               ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"rownames                  ","closure    ","           ","TRUE","FALSE","(x, do.NULL = TRUE, prefix = \""row\"")                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"rownames<-                ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"rpois                     ","closure    ","           ","TRUE","FALSE","(n, lambda)                                                                                                                                                                                                                                                                                                                                                    ","base   ","0.63.0"
"rsignrank                 ","closure    ","           ","TRUE","FALSE","(nn, n)                                                                                                                                                                                                                                                                                                                                                        ","base   ","0.63.0"
"rstudent                  ","closure    ","           ","TRUE","FALSE","(lm.obj)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"rt                        ","closure    ","           ","TRUE","FALSE","(n, df)                                                                                                                                                                                                                                                                                                                                                        ","base   ","0.63.0"
"rug                       ","closure    ","           ","TRUE","FALSE","(x, ticksize = 0.03, side = 1, lwd = 0.5)                                                                                                                                                                                                                                                                                                                      ","base   ","0.63.0"
"runif                     ","closure    ","           ","TRUE","FALSE","(n, min = 0, max = 1)                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"rweibull                  ","closure    ","           ","TRUE","FALSE","(n, shape, scale = 1)                                                                                                                                                                                                                                                                                                                                          ","base   ","0.63.0"
"rwilcox                   ","closure    ","           ","TRUE","FALSE","(nn, m, n)                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"sample                    ","closure    ","           ","TRUE","FALSE","(x, size, replace = FALSE, prob = NULL)                                                                                                                                                                                                                                                                                                                        ","base   ","0.63.0"
"sapply                    ","closure    ","           ","TRUE","FALSE","(X, FUN, ..., simplify = TRUE)                                                                                                                                                                                                                                                                                                                                 ","base   ","0.63.0"
"save                      ","closure    ","           ","TRUE","FALSE","(..., list = character(0), file = \""\"", ascii = FALSE)                                                                                                                                                                                                                                                                                                         ","base   ","0.63.0"
"save.image                ","closure    ","           ","TRUE","FALSE","(f = \"".RData\"")                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"save.plot                 ","closure    ","           ","TRUE","FALSE","(file = \""Rplots.ps\"")                                                                                                                                                                                                                                                                                                                                         ","base   ","0.63.0"
"scale                     ","closure    ","           ","TRUE","FALSE","(x, center = TRUE, scale = TRUE)                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"scan                      ","closure    ","           ","TRUE","FALSE","(file = \""\"", what = double(0), nmax = -1, n = -1, sep = \""\"",     skip = 0, nlines = 0, na.strings = \""NA\"", flush = FALSE, strip.white = FALSE,     quiet = FALSE)                                                                                                                                                                                           ","base   ","0.63.0"
"screen                    ","closure    ","           ","TRUE","FALSE","(n = .split.cur.screen, new = TRUE)                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"sd                        ","closure    ","           ","TRUE","FALSE","(x, na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                             ","base   ","0.63.0"
"se.aov                    ","closure    ","           ","TRUE","FALSE","(object, n, type = \""means\"")                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"se.aovlist                ","closure    ","           ","TRUE","FALSE","(object, dn.proj, dn.strata, factors, mf, efficiency,     n, type = \""diff.means\"", ...)                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"se.contrast               ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"se.contrast.aov           ","closure    ","           ","TRUE","FALSE","(object, contrast.obj, coef = contr.helmert(ncol(contrast))[,     1], data = NULL)                                                                                                                                                                                                                                                                             ","base   ","0.63.0"
"se.contrast.aovlist       ","closure    ","           ","TRUE","FALSE","(object, contrast.obj, coef = contr.helmert(ncol(contrast))[,     1], data = NULL)                                                                                                                                                                                                                                                                             ","base   ","0.63.0"
"search                    ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                             ","base   ","0.63.0"
"segments                  ","closure    ","           ","TRUE","FALSE","(x0, y0, x1, y1, col = par(\""fg\""), lty = par(\""lty\""),     lwd = par(\""lwd\""), xpd = FALSE)                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
"seq                       ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"seq.default               ","closure    ","           ","TRUE","FALSE","(from = 1, to = 1, by = ((to - from)/(length.out - 1)),     length.out = NULL, along.with = NULL)                                                                                                                                                                                                                                                              ","base   ","0.63.0"
"sequence                  ","closure    ","           ","TRUE","FALSE","(nvec)                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.63.0"
"sign                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"signif                    ","closure    ","           ","TRUE","FALSE","(x, digits = 6)                                                                                                                                                                                                                                                                                                                                                ","base   ","0.63.0"
"sin                       ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"sinh                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"sink                      ","closure    ","           ","TRUE","FALSE","(file = NULL)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"solve                     ","closure    ","           ","TRUE","FALSE","(a, b, ...)                                                                                                                                                                                                                                                                                                                                                    ","base   ","0.63.0"
"solve.default             ","closure    ","           ","TRUE","FALSE","(a, b, tol = 1e-07)                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"solve.qr                  ","closure    ","           ","TRUE","FALSE","(a, b, tol = 1e-07)                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"sort                      ","closure    ","           ","TRUE","FALSE","(x, partial = NULL, na.last = NA)                                                                                                                                                                                                                                                                                                                              ","base   ","0.63.0"
"source                    ","closure    ","           ","TRUE","FALSE","(file, local = FALSE, echo = verbose, print.eval = echo,     verbose = .Options$verbose, prompt.echo = .Options$prompt,     max.deparse.length = 150)                                                                                                                                                                                                          ","base   ","0.63.0"
"spline                    ","closure    ","           ","TRUE","FALSE","(x, y = NULL, n = 3 * length(x), method = \""fmm\"", xmin = min(x),     xmax = max(x))                                                                                                                                                                                                                                                                           ","base   ","0.63.0"
"splinefun                 ","closure    ","           ","TRUE","FALSE","(x, y = NULL, method = \""fmm\"")                                                                                                                                                                                                                                                                                                                                ","base   ","0.63.0"
"split                     ","closure    ","           ","TRUE","FALSE","(x, f)                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.63.0"
"split.data.frame          ","closure    ","           ","TRUE","FALSE","(x, f)                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.63.0"
"split.default             ","closure    ","           ","TRUE","FALSE","(x, f)                                                                                                                                                                                                                                                                                                                                                         ","base   ","0.63.0"
"split.screen              ","closure    ","           ","TRUE","FALSE","(figs, screen = if (exists(\"".split.screens\"", envir = .GlobalEnv)) .split.cur.screen else 0,     erase = TRUE)                                                                                                                                                                                                                                                ","base   ","0.63.0"
"sqrt                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"start                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"start.default             ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"start.ts                  ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"stat.anova                ","closure    ","           ","TRUE","FALSE","(table, test = c(\""Chisq\"", \""F\"", \""Cp\""), scale, df.scale,     n)                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"stem                      ","closure    ","           ","TRUE","FALSE","(x, scale = 1, width = 80, atom = 1e-08)                                                                                                                                                                                                                                                                                                                       ","base   ","0.63.0"
"step                      ","closure    ","           ","TRUE","FALSE","(object, scope, scale = 0, direction = c(\""both\"", \""backward\"",     \""forward\""), trace = 1, keep = NULL, steps = 1000, k = 2,     ...)                                                                                                                                                                                                                       ","base   ","0.63.0"
"stop                      ","closure    ","           ","TRUE","FALSE","(message = NULL)                                                                                                                                                                                                                                                                                                                                               ","base   ","0.63.0"
"storage.mode              ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","0.63.0"
"storage.mode<-            ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"str                       ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"str.data.frame            ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                  ","base   ","0.63.0"
"str.default               ","closure    ","           ","TRUE","FALSE","(object, max.level = 0, vec.len = 4, digits.d = 3, give.attr = TRUE,     give.length = TRUE, wid = .Options$width, nest.lev = 0, indent.str = paste(rep(\"" \"",         max(0, nest.lev + 1)), collapse = \""..\""))                                                                                                                                              ","base   ","0.63.0"
"strheight                 ","closure    ","           ","TRUE","FALSE","(s, units = \""user\"", cex = NULL)                                                                                                                                                                                                                                                                                                                              ","base   ","0.63.0"
"stripplot                 ","closure    ","           ","TRUE","FALSE","(x, method = \""overplot\"", jitter = 0.1, offset = 1/3,     vertical = FALSE, group.names, xlim = NULL, ylim = NULL,     main = \""\"", ylab = \""\"", xlab = \""\"", pch = 0, col = par(\""fg\""),     cex = par(\""cex\""))                                                                                                                                             ","base   ","0.63.0"
"strsplit                  ","closure    ","           ","TRUE","FALSE","(x, split)                                                                                                                                                                                                                                                                                                                                                     ","base   ","0.63.0"
"structure                 ","closure    ","           ","TRUE","FALSE","(.Data, ...)                                                                                                                                                                                                                                                                                                                                                   ","base   ","0.63.0"
