"name","type","class","S3method","generic","package","Rversion"
"R.version","list","simple.list",FALSE,FALSE,"base","3.4.1"
"R.version.string","character","character",FALSE,FALSE,"base","3.4.1"
"RNGkind","closure","function",FALSE,FALSE,"base","3.4.1"
"RNGversion","closure","function",FALSE,FALSE,"base","3.4.1"
"R_system_version","closure","function",FALSE,FALSE,"base","3.4.1"
"Re","builtin","function",FALSE,FALSE,"base","3.4.1"
"Recall","closure","function",FALSE,FALSE,"base","3.4.1"
"Reduce","closure","function",FALSE,FALSE,"base","3.4.1"
"Summary.Date","closure","function",TRUE,FALSE,"base","3.4.1"
"Summary.POSIXct","closure","function",TRUE,FALSE,"base","3.4.1"
"Summary.POSIXlt","closure","function",TRUE,FALSE,"base","3.4.1"
"Summary.data.frame","closure","function",TRUE,FALSE,"base","3.4.1"
"Summary.difftime","closure","function",TRUE,FALSE,"base","3.4.1"
"Summary.factor","closure","function",TRUE,FALSE,"base","3.4.1"
"Summary.numeric_version","closure","function",TRUE,FALSE,"base","3.4.1"
"Summary.ordered","closure","function",TRUE,FALSE,"base","3.4.1"
"Sys.Date","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.chmod","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.getenv","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.getlocale","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.getpid","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.glob","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.info","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.localeconv","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.readlink","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.setFileTime","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.setenv","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.setlocale","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.sleep","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.time","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.timezone","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.umask","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.unsetenv","closure","function",FALSE,FALSE,"base","3.4.1"
"Sys.which","closure","function",FALSE,FALSE,"base","3.4.1"
"T","logical","logical",FALSE,FALSE,"base","3.4.1"
"UseMethod","special","function",FALSE,FALSE,"base","3.4.1"
"Vectorize","closure","function",FALSE,FALSE,"base","3.4.1"
"[","special","function",FALSE,TRUE,"base","3.4.1"
"[.AsIs","closure","function",TRUE,FALSE,"base","3.4.1"
"[.Date","closure","function",TRUE,FALSE,"base","3.4.1"
"[.Dlist","closure","function",TRUE,FALSE,"base","3.4.1"
"[.POSIXct","closure","function",TRUE,FALSE,"base","3.4.1"
"[.POSIXlt","closure","function",TRUE,FALSE,"base","3.4.1"
"[.data.frame","closure","function",TRUE,FALSE,"base","3.4.1"
"[.difftime","closure","function",TRUE,FALSE,"base","3.4.1"
"[.factor","closure","function",TRUE,FALSE,"base","3.4.1"
"[.hexmode","closure","function",TRUE,FALSE,"base","3.4.1"
"[.listof","closure","function",TRUE,FALSE,"base","3.4.1"
"[.noquote","closure","function",TRUE,FALSE,"base","3.4.1"
"[.numeric_version","closure","function",TRUE,FALSE,"base","3.4.1"
"[.octmode","closure","function",TRUE,FALSE,"base","3.4.1"
"[.simple.list","closure","function",TRUE,FALSE,"base","3.4.1"
"[.table","closure","function",TRUE,FALSE,"base","3.4.1"
"[.warnings","closure","function",TRUE,FALSE,"base","3.4.1"
"[<-","special","function",FALSE,TRUE,"base","3.4.1"
"[<-.Date","closure","function",TRUE,FALSE,"base","3.4.1"
"[<-.POSIXct","closure","function",TRUE,FALSE,"base","3.4.1"
"[<-.POSIXlt","closure","function",TRUE,FALSE,"base","3.4.1"
"[<-.data.frame","closure","function",TRUE,FALSE,"base","3.4.1"
"[<-.factor","closure","function",TRUE,FALSE,"base","3.4.1"
"[<-.numeric_version","closure","function",TRUE,FALSE,"base","3.4.1"
"[[","special","function",FALSE,FALSE,"base","3.4.1"
"[[.Date","closure","function",TRUE,FALSE,"base","3.4.1"
"[[.POSIXct","closure","function",TRUE,FALSE,"base","3.4.1"
"[[.data.frame","closure","function",TRUE,FALSE,"base","3.4.1"
"[[.factor","closure","function",TRUE,FALSE,"base","3.4.1"
"[[.numeric_version","closure","function",TRUE,FALSE,"base","3.4.1"
"[[<-","special","function",FALSE,TRUE,"base","3.4.1"
"[[<-.data.frame","closure","function",TRUE,FALSE,"base","3.4.1"
"[[<-.factor","closure","function",TRUE,FALSE,"base","3.4.1"
"[[<-.numeric_version","closure","function",TRUE,FALSE,"base","3.4.1"
"^","builtin","function",FALSE,TRUE,"base","3.4.1"
"abbreviate","closure","function",FALSE,FALSE,"base","3.4.1"
"abs","builtin","function",FALSE,TRUE,"base","3.4.1"
"acos","builtin","function",FALSE,TRUE,"base","3.4.1"
"acosh","builtin","function",FALSE,TRUE,"base","3.4.1"
"addNA","closure","function",FALSE,FALSE,"base","3.4.1"
"addTaskCallback","closure","function",FALSE,FALSE,"base","3.4.1"
"agrep","closure","function",FALSE,FALSE,"base","3.4.1"
"agrepl","closure","function",FALSE,FALSE,"base","3.4.1"
"alist","closure","function",FALSE,FALSE,"base","3.4.1"
"all","builtin","function",FALSE,FALSE,"base","3.4.1"
"all.equal","closure","function",FALSE,FALSE,"base","3.4.1"
"all.equal.POSIXt","closure","function",TRUE,FALSE,"base","3.4.1"
"all.equal.character","closure","function",TRUE,FALSE,"base","3.4.1"
"all.equal.default","closure","function",TRUE,FALSE,"base","3.4.1"
"all.equal.envRefClass","closure","function",TRUE,FALSE,"base","3.4.1"
"all.equal.environment","closure","function",TRUE,FALSE,"base","3.4.1"
"all.equal.factor","closure","function",TRUE,FALSE,"base","3.4.1"
"all.equal.formula","closure","function",TRUE,FALSE,"base","3.4.1"
"all.equal.language","closure","function",TRUE,FALSE,"base","3.4.1"
"all.equal.list","closure","function",TRUE,FALSE,"base","3.4.1"
"all.equal.numeric","closure","function",TRUE,FALSE,"base","3.4.1"
"all.equal.raw","closure","function",TRUE,FALSE,"base","3.4.1"
"all.names","closure","function",FALSE,FALSE,"base","3.4.1"
"all.vars","closure","function",FALSE,FALSE,"base","3.4.1"
"any","builtin","function",FALSE,FALSE,"base","3.4.1"
"anyDuplicated","closure","function",FALSE,FALSE,"base","3.4.1"
"anyDuplicated.array","closure","function",TRUE,FALSE,"base","3.4.1"
"anyDuplicated.data.frame","closure","function",TRUE,FALSE,"base","3.4.1"
"anyDuplicated.default","closure","function",TRUE,FALSE,"base","3.4.1"
"anyDuplicated.matrix","closure","function",TRUE,FALSE,"base","3.4.1"
"anyNA","builtin","function",FALSE,FALSE,"base","3.4.1"
"anyNA.POSIXlt","closure","function",TRUE,FALSE,"base","3.4.1"
"anyNA.numeric_version","closure","function",TRUE,FALSE,"base","3.4.1"
"aperm","closure","function",FALSE,FALSE,"base","3.4.1"
"aperm.default","closure","function",TRUE,FALSE,"base","3.4.1"
"aperm.table","closure","function",TRUE,FALSE,"base","3.4.1"
"append","closure","function",FALSE,FALSE,"base","3.4.1"
"apply","closure","function",FALSE,FALSE,"base","3.4.1"
"args","closure","function",FALSE,FALSE,"base","3.4.1"
"array","closure","function",FALSE,FALSE,"base","3.4.1"
"arrayInd","closure","function",FALSE,FALSE,"base","3.4.1"
"as.Date","closure","function",FALSE,FALSE,"base","3.4.1"
"as.Date.POSIXct","closure","function",TRUE,FALSE,"base","3.4.1"
"as.Date.POSIXlt","closure","function",TRUE,FALSE,"base","3.4.1"
"as.Date.character","closure","function",TRUE,FALSE,"base","3.4.1"
"as.Date.date","closure","function",TRUE,FALSE,"base","3.4.1"
"as.Date.dates","closure","function",TRUE,FALSE,"base","3.4.1"
"as.Date.default","closure","function",TRUE,FALSE,"base","3.4.1"
"as.Date.factor","closure","function",TRUE,FALSE,"base","3.4.1"
"as.Date.numeric","closure","function",TRUE,FALSE,"base","3.4.1"
"as.POSIXct","closure","function",FALSE,FALSE,"base","3.4.1"
"as.POSIXct.Date","closure","function",TRUE,FALSE,"base","3.4.1"
"as.POSIXct.POSIXlt","closure","function",TRUE,FALSE,"base","3.4.1"
"as.POSIXct.date","closure","function",TRUE,FALSE,"base","3.4.1"
"as.POSIXct.dates","closure","function",TRUE,FALSE,"base","3.4.1"
"as.POSIXct.default","closure","function",TRUE,FALSE,"base","3.4.1"
"as.POSIXct.numeric","closure","function",TRUE,FALSE,"base","3.4.1"
"as.POSIXlt","closure","function",FALSE,FALSE,"base","3.4.1"
"as.POSIXlt.Date","closure","function",TRUE,FALSE,"base","3.4.1"
"as.POSIXlt.POSIXct","closure","function",TRUE,FALSE,"base","3.4.1"
"as.POSIXlt.character","closure","function",TRUE,FALSE,"base","3.4.1"
"as.POSIXlt.date","closure","function",TRUE,FALSE,"base","3.4.1"
"as.POSIXlt.dates","closure","function",TRUE,FALSE,"base","3.4.1"
"as.POSIXlt.default","closure","function",TRUE,FALSE,"base","3.4.1"
"as.POSIXlt.factor","closure","function",TRUE,FALSE,"base","3.4.1"
"as.POSIXlt.numeric","closure","function",TRUE,FALSE,"base","3.4.1"
"as.array","closure","function",FALSE,FALSE,"base","3.4.1"
"as.array.default","closure","function",TRUE,FALSE,"base","3.4.1"
"as.call","builtin","function",FALSE,FALSE,"base","3.4.1"
"as.character","builtin","function",FALSE,FALSE,"base","3.4.1"
"as.character.Date","closure","function",TRUE,FALSE,"base","3.4.1"
"as.character.POSIXt","closure","function",TRUE,FALSE,"base","3.4.1"
"as.character.condition","closure","function",TRUE,FALSE,"base","3.4.1"
"as.character.default","closure","function",TRUE,FALSE,"base","3.4.1"
"as.character.error","closure","function",TRUE,FALSE,"base","3.4.1"
"as.character.factor","closure","function",TRUE,FALSE,"base","3.4.1"
"as.character.hexmode","closure","function",TRUE,FALSE,"base","3.4.1"
"as.character.numeric_version","closure","function",TRUE,FALSE,"base","3.4.1"
"as.character.octmode","closure","function",TRUE,FALSE,"base","3.4.1"
"as.character.srcref","closure","function",TRUE,FALSE,"base","3.4.1"
"as.complex","builtin","function",FALSE,FALSE,"base","3.4.1"
"as.data.frame","closure","function",FALSE,FALSE,"base","3.4.1"
"as.data.frame.AsIs","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.Date","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.POSIXct","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.POSIXlt","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.array","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.character","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.complex","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.data.frame","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.default","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.difftime","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.factor","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.integer","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.list","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.logical","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.matrix","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.model.matrix","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.noquote","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.numeric","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.numeric_version","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.ordered","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.raw","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.table","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.ts","closure","function",TRUE,FALSE,"base","3.4.1"
"as.data.frame.vector","closure","function",TRUE,FALSE,"base","3.4.1"
"as.difftime","closure","function",FALSE,FALSE,"base","3.4.1"
"as.double","builtin","function",FALSE,FALSE,"base","3.4.1"
"as.double.POSIXlt","closure","function",TRUE,FALSE,"base","3.4.1"
"as.double.difftime","closure","function",TRUE,FALSE,"base","3.4.1"
"as.environment","builtin","function",FALSE,FALSE,"base","3.4.1"
"as.expression","closure","function",FALSE,FALSE,"base","3.4.1"
"as.expression.default","closure","function",TRUE,FALSE,"base","3.4.1"
"as.factor","closure","function",FALSE,FALSE,"base","3.4.1"
"as.function","closure","function",FALSE,FALSE,"base","3.4.1"
"as.function.default","closure","function",TRUE,FALSE,"base","3.4.1"
"as.hexmode","closure","function",FALSE,FALSE,"base","3.4.1"
"as.integer","builtin","function",FALSE,FALSE,"base","3.4.1"
"as.list","closure","function",FALSE,FALSE,"base","3.4.1"
"as.list.Date","closure","function",TRUE,FALSE,"base","3.4.1"
"as.list.POSIXct","closure","function",TRUE,FALSE,"base","3.4.1"
"as.list.data.frame","closure","function",TRUE,FALSE,"base","3.4.1"
"as.list.default","closure","function",TRUE,FALSE,"base","3.4.1"
"as.list.environment","closure","function",TRUE,FALSE,"base","3.4.1"
"as.list.factor","closure","function",TRUE,FALSE,"base","3.4.1"
"as.list.function","closure","function",TRUE,FALSE,"base","3.4.1"
"as.list.numeric_version","closure","function",TRUE,FALSE,"base","3.4.1"
"as.logical","builtin","function",FALSE,FALSE,"base","3.4.1"
"as.logical.factor","closure","function",TRUE,FALSE,"base","3.4.1"
"as.matrix","closure","function",FALSE,FALSE,"base","3.4.1"
"as.matrix.POSIXlt","closure","function",TRUE,FALSE,"base","3.4.1"
"as.matrix.data.frame","closure","function",TRUE,FALSE,"base","3.4.1"
"as.matrix.default","closure","function",TRUE,FALSE,"base","3.4.1"
"as.matrix.noquote","closure","function",TRUE,FALSE,"base","3.4.1"
"as.name","closure","function",FALSE,FALSE,"base","3.4.1"
"as.null","closure","function",FALSE,FALSE,"base","3.4.1"
"as.null.default","closure","function",TRUE,FALSE,"base","3.4.1"
"as.numeric","builtin","function",FALSE,FALSE,"base","3.4.1"
"as.numeric_version","closure","function",FALSE,FALSE,"base","3.4.1"
"as.octmode","closure","function",FALSE,FALSE,"base","3.4.1"
"as.ordered","closure","function",FALSE,FALSE,"base","3.4.1"
"as.package_version","closure","function",FALSE,FALSE,"base","3.4.1"
"as.pairlist","closure","function",FALSE,FALSE,"base","3.4.1"
"as.qr","closure","function",FALSE,FALSE,"base","3.4.1"
"as.raw","builtin","function",FALSE,FALSE,"base","3.4.1"
"as.single","closure","function",FALSE,FALSE,"base","3.4.1"
"as.single.default","closure","function",TRUE,FALSE,"base","3.4.1"
"as.symbol","closure","function",FALSE,FALSE,"base","3.4.1"
"as.table","closure","function",FALSE,FALSE,"base","3.4.1"
"as.table.default","closure","function",TRUE,FALSE,"base","3.4.1"
"as.vector","closure","function",FALSE,FALSE,"base","3.4.1"
"as.vector.factor","closure","function",TRUE,FALSE,"base","3.4.1"
"asNamespace","closure","function",FALSE,FALSE,"base","3.4.1"
"asS3","closure","function",FALSE,FALSE,"base","3.4.1"
"asS4","closure","function",FALSE,FALSE,"base","3.4.1"
"asin","builtin","function",FALSE,TRUE,"base","3.4.1"
"asinh","builtin","function",FALSE,TRUE,"base","3.4.1"
"assign","closure","function",FALSE,FALSE,"base","3.4.1"
"atan","builtin","function",FALSE,TRUE,"base","3.4.1"
"atan2","closure","function",FALSE,FALSE,"base","3.4.1"
"atanh","builtin","function",FALSE,TRUE,"base","3.4.1"
"attach","closure","function",FALSE,FALSE,"base","3.4.1"
"attachNamespace","closure","function",FALSE,FALSE,"base","3.4.1"
"attr","builtin","function",FALSE,FALSE,"base","3.4.1"
"attr.all.equal","closure","function",FALSE,FALSE,"base","3.4.1"
"attr<-","builtin","function",FALSE,FALSE,"base","3.4.1"
"attributes","builtin","function",FALSE,FALSE,"base","3.4.1"
"attributes<-","builtin","function",FALSE,FALSE,"base","3.4.1"
"autoload","closure","function",FALSE,FALSE,"base","3.4.1"
"autoloader","closure","function",FALSE,FALSE,"base","3.4.1"
"backsolve","closure","function",FALSE,FALSE,"base","3.4.1"
"baseenv","builtin","function",FALSE,FALSE,"base","3.4.1"
"basename","closure","function",FALSE,FALSE,"base","3.4.1"
"besselI","closure","function",FALSE,FALSE,"base","3.4.1"
"besselJ","closure","function",FALSE,FALSE,"base","3.4.1"
"besselK","closure","function",FALSE,FALSE,"base","3.4.1"
"besselY","closure","function",FALSE,FALSE,"base","3.4.1"
"beta","closure","function",FALSE,FALSE,"base","3.4.1"
"bindingIsActive","closure","function",FALSE,FALSE,"base","3.4.1"
"bindingIsLocked","closure","function",FALSE,FALSE,"base","3.4.1"
"bindtextdomain","closure","function",FALSE,FALSE,"base","3.4.1"
"bitwAnd","closure","function",FALSE,FALSE,"base","3.4.1"
"bitwNot","closure","function",FALSE,FALSE,"base","3.4.1"
"bitwOr","closure","function",FALSE,FALSE,"base","3.4.1"
"bitwShiftL","closure","function",FALSE,FALSE,"base","3.4.1"
"bitwShiftR","closure","function",FALSE,FALSE,"base","3.4.1"
"bitwXor","closure","function",FALSE,FALSE,"base","3.4.1"
"body","closure","function",FALSE,FALSE,"base","3.4.1"
"body<-","closure","function",FALSE,TRUE,"base","3.4.1"
"bquote","closure","function",FALSE,FALSE,"base","3.4.1"
"break","special","function",FALSE,FALSE,"base","3.4.1"
"browser","builtin","function",FALSE,FALSE,"base","3.4.1"
"browserCondition","closure","function",FALSE,FALSE,"base","3.4.1"
"browserSetDebug","closure","function",FALSE,FALSE,"base","3.4.1"
"browserText","closure","function",FALSE,FALSE,"base","3.4.1"
"builtins","closure","function",FALSE,FALSE,"base","3.4.1"
"by","closure","function",FALSE,FALSE,"base","3.4.1"
"by.data.frame","closure","function",TRUE,FALSE,"base","3.4.1"
"by.default","closure","function",TRUE,FALSE,"base","3.4.1"
"bzfile","closure","function",FALSE,FALSE,"base","3.4.1"
"c","builtin","function",FALSE,FALSE,"base","3.4.1"
"c.Date","closure","function",TRUE,FALSE,"base","3.4.1"
"c.POSIXct","closure","function",TRUE,FALSE,"base","3.4.1"
"c.POSIXlt","closure","function",TRUE,FALSE,"base","3.4.1"
"c.difftime","closure","function",TRUE,FALSE,"base","3.4.1"
"c.noquote","closure","function",TRUE,FALSE,"base","3.4.1"
"c.numeric_version","closure","function",TRUE,FALSE,"base","3.4.1"
"c.warnings","closure","function",TRUE,FALSE,"base","3.4.1"
"call","special","function",FALSE,FALSE,"base","3.4.1"
"callCC","closure","function",FALSE,FALSE,"base","3.4.1"
"capabilities","closure","function",FALSE,FALSE,"base","3.4.1"
"casefold","closure","function",FALSE,FALSE,"base","3.4.1"
"cat","closure","function",FALSE,FALSE,"base","3.4.1"
"cbind","closure","function",FALSE,FALSE,"base","3.4.1"
"cbind.data.frame","closure","function",TRUE,FALSE,"base","3.4.1"
"ceiling","builtin","function",FALSE,TRUE,"base","3.4.1"
"char.expand","closure","function",FALSE,FALSE,"base","3.4.1"
"charToRaw","closure","function",FALSE,FALSE,"base","3.4.1"
"character","closure","function",FALSE,FALSE,"base","3.4.1"
"charmatch","closure","function",FALSE,FALSE,"base","3.4.1"
"chartr","closure","function",FALSE,FALSE,"base","3.4.1"
"check_tzones","closure","function",FALSE,FALSE,"base","3.4.1"
"chkDots","closure","function",FALSE,FALSE,"base","3.4.1"
"chol","closure","function",FALSE,FALSE,"base","3.4.1"
"chol.default","closure","function",TRUE,FALSE,"base","3.4.1"
"chol2inv","closure","function",FALSE,FALSE,"base","3.4.1"
"choose","closure","function",FALSE,FALSE,"base","3.4.1"
"class","builtin","function",FALSE,FALSE,"base","3.4.1"
"class<-","builtin","function",FALSE,FALSE,"base","3.4.1"
"clearPushBack","closure","function",FALSE,FALSE,"base","3.4.1"
"close","closure","function",FALSE,FALSE,"base","3.4.1"
"close.connection","closure","function",TRUE,FALSE,"base","3.4.1"
"close.srcfile","closure","function",TRUE,FALSE,"base","3.4.1"
"close.srcfilealias","closure","function",TRUE,FALSE,"base","3.4.1"
"closeAllConnections","closure","function",FALSE,FALSE,"base","3.4.1"
"col","closure","function",FALSE,FALSE,"base","3.4.1"
"colMeans","closure","function",FALSE,FALSE,"base","3.4.1"
"colSums","closure","function",FALSE,FALSE,"base","3.4.1"
"colnames","closure","function",FALSE,FALSE,"base","3.4.1"
"colnames<-","closure","function",FALSE,FALSE,"base","3.4.1"
"commandArgs","closure","function",FALSE,FALSE,"base","3.4.1"
"comment","closure","function",FALSE,FALSE,"base","3.4.1"
"comment<-","closure","function",FALSE,FALSE,"base","3.4.1"
"complex","closure","function",FALSE,FALSE,"base","3.4.1"
"computeRestarts","closure","function",FALSE,FALSE,"base","3.4.1"
"conditionCall","closure","function",FALSE,FALSE,"base","3.4.1"
"conditionCall.condition","closure","function",TRUE,FALSE,"base","3.4.1"
"conditionMessage","closure","function",FALSE,FALSE,"base","3.4.1"
"conditionMessage.condition","closure","function",TRUE,FALSE,"base","3.4.1"
"conflicts","closure","function",FALSE,FALSE,"base","3.4.1"
"contributors","closure","function",FALSE,FALSE,"base","3.4.1"
"cos","builtin","function",FALSE,TRUE,"base","3.4.1"
"cosh","builtin","function",FALSE,TRUE,"base","3.4.1"
"cospi","builtin","function",FALSE,TRUE,"base","3.4.1"
"crossprod","closure","function",FALSE,FALSE,"base","3.4.1"
"cummax","builtin","function",FALSE,TRUE,"base","3.4.1"
"cummin","builtin","function",FALSE,TRUE,"base","3.4.1"
"cumprod","builtin","function",FALSE,TRUE,"base","3.4.1"
"cumsum","builtin","function",FALSE,TRUE,"base","3.4.1"
"curlGetHeaders","closure","function",FALSE,FALSE,"base","3.4.1"
"cut","closure","function",FALSE,FALSE,"base","3.4.1"
"cut.Date","closure","function",TRUE,FALSE,"base","3.4.1"
"cut.POSIXt","closure","function",TRUE,FALSE,"base","3.4.1"
"cut.default","closure","function",TRUE,FALSE,"base","3.4.1"
"dQuote","closure","function",FALSE,FALSE,"base","3.4.1"
"data.class","closure","function",FALSE,FALSE,"base","3.4.1"
"data.frame","closure","function",FALSE,FALSE,"base","3.4.1"
"data.matrix","closure","function",FALSE,FALSE,"base","3.4.1"
"date","closure","function",FALSE,FALSE,"base","3.4.1"
"debug","closure","function",FALSE,FALSE,"base","3.4.1"
"debuggingState","closure","function",FALSE,FALSE,"base","3.4.1"
"debugonce","closure","function",FALSE,FALSE,"base","3.4.1"
"default.stringsAsFactors","closure","function",FALSE,FALSE,"base","3.4.1"
"delayedAssign","closure","function",FALSE,FALSE,"base","3.4.1"
"deparse","closure","function",FALSE,FALSE,"base","3.4.1"
"det","closure","function",FALSE,FALSE,"base","3.4.1"
