"name","type","class","exported","S4generic","args","package","priority","Rversion"
"contrasts<-               ","closure    ","           ","TRUE","FALSE","(x, how.many, value)                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.62.3"
"convolve                  ","closure    ","           ","TRUE","FALSE","(x, y, conj = TRUE)                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"cooks.distance            ","closure    ","           ","TRUE","FALSE","(lm.obj)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.62.3"
"coplot                    ","closure    ","           ","TRUE","FALSE","(formula, data, given.values, panel = points, rows, \t    columns, show.given = TRUE, col = par(\""fg\""), pch = par(\""pch\""), \t    ...)                                                                                                                                                                                                                ","base   ","NA","0.62.3"
"cor                       ","closure    ","           ","TRUE","FALSE","(x, y = NULL, use = \""all.obs\"")                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"cos                       ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"cosh                      ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"count.fields              ","closure    ","           ","TRUE","FALSE","(file, sep = \""\"", skip = 0)                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.62.3"
"cov                       ","closure    ","           ","TRUE","FALSE","(x, y = NULL, use = \""all.obs\"")                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"cov.wt                    ","closure    ","           ","TRUE","FALSE","(x, wt = rep(1/nrow(x), nrow(x)), cor = FALSE, center = TRUE)                                                                                                                                                                                                                                                                                          ","base   ","NA","0.62.3"
"covratio                  ","closure    ","           ","TRUE","FALSE","(lm.obj)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.62.3"
"crossprod                 ","closure    ","           ","TRUE","FALSE","(x, y = x)                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.62.3"
"cummax                    ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"cummin                    ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"cumprod                   ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"cumsum                    ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"curve                     ","closure    ","           ","TRUE","FALSE","(expr, from, to, n = 101, add = FALSE, type = \""l\"", ...)                                                                                                                                                                                                                                                                                              ","base   ","NA","0.62.3"
"cut                       ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.62.3"
"cut.default               ","closure    ","           ","TRUE","FALSE","(x, breaks, labels = NULL, include.lowest = FALSE, right = TRUE, \t    dig.lab = 3)                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"data                      ","closure    ","           ","TRUE","FALSE","(..., list = character(0), package = c(.packages(), \t    .Autoloaded), lib.loc = .lib.loc, trace = FALSE)                                                                                                                                                                                                                                             ","base   ","NA","0.62.3"
"data.class                ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"data.entry                ","closure    ","           ","TRUE","FALSE","(..., Modes = NULL, Names = NULL)                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.62.3"
"data.frame                ","closure    ","           ","TRUE","FALSE","(..., row.names = NULL, check.rows = FALSE, check.names = TRUE)                                                                                                                                                                                                                                                                                        ","base   ","NA","0.62.3"
"data.matrix               ","closure    ","           ","TRUE","FALSE","(frame)                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.62.3"
"dataentry                 ","closure    ","           ","TRUE","FALSE","(data, modes)                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.62.3"
"date                      ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.62.3"
"dbeta                     ","closure    ","           ","TRUE","FALSE","(x, shape1, shape2, ncp = 0)                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.62.3"
"dbinom                    ","closure    ","           ","TRUE","FALSE","(x, size, prob)                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.62.3"
"dcauchy                   ","closure    ","           ","TRUE","FALSE","(x, location = 0, scale = 1)                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.62.3"
"dchisq                    ","closure    ","           ","TRUE","FALSE","(x, df, ncp = 0)                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"de                        ","closure    ","           ","TRUE","FALSE","(..., Modes = NULL, Names = NULL)                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.62.3"
"de.ncols                  ","closure    ","           ","TRUE","FALSE","(inlist)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.62.3"
"de.restore                ","closure    ","           ","TRUE","FALSE","(inlist, ncols, coltypes, argnames, args)                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.62.3"
"de.setup                  ","closure    ","           ","TRUE","FALSE","(ilist, list.names, incols)                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.62.3"
"debug                     ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"delay                     ","closure    ","           ","TRUE","FALSE","(x, env = .GlobalEnv)                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.62.3"
"delete.response           ","closure    ","           ","TRUE","FALSE","(termobj)                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.62.3"
"demo                      ","closure    ","           ","TRUE","FALSE","(topic, device = x11, directory.sep = \""/\"")                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.62.3"
"density                   ","closure    ","           ","TRUE","FALSE","(x, bw, adjust = 1, kernel = \""gaussian\"", window = kernel, \t    n = 512, width, from, to, cut = 3, na.rm = FALSE)                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"deparse                   ","closure    ","           ","TRUE","FALSE","(expr, width.cutoff = 60)                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.62.3"
"deriv                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.62.3"
"deriv.default             ","closure    ","           ","TRUE","FALSE","(expr, namevec, function.arg = NULL, tag = \"".expr\"")                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.62.3"
"deriv.formula             ","closure    ","           ","TRUE","FALSE","(expr, namevec, function.arg = NULL, tag = \"".expr\"")                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.62.3"
"detach                    ","closure    ","           ","TRUE","FALSE","(name, pos = 2)                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.62.3"
"dev.control               ","closure    ","           ","TRUE","FALSE","(displaylist)                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.62.3"
"dev.copy                  ","closure    ","           ","TRUE","FALSE","(device, ..., which = dev.next())                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.62.3"
"dev.cur                   ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.62.3"
"dev.list                  ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.62.3"
"dev.next                  ","closure    ","           ","TRUE","FALSE","(which = dev.cur())                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"dev.off                   ","closure    ","           ","TRUE","FALSE","(which = dev.cur())                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"dev.prev                  ","closure    ","           ","TRUE","FALSE","(which = dev.cur())                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"dev.print                 ","closure    ","           ","TRUE","FALSE","(device = postscript, ...)                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.62.3"
"dev.set                   ","closure    ","           ","TRUE","FALSE","(which = dev.next())                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.62.3"
"deviance                  ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.62.3"
"deviance.glm              ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"deviance.lm               ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"dexp                      ","closure    ","           ","TRUE","FALSE","(x, rate = 1)                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.62.3"
"df                        ","closure    ","           ","TRUE","FALSE","(x, df1, df2)                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.62.3"
"df.residual               ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.62.3"
"df.residual.lm            ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"dfbetas                   ","closure    ","           ","TRUE","FALSE","(lm.obj)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.62.3"
"dffits                    ","closure    ","           ","TRUE","FALSE","(lm.obj)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.62.3"
"dgamma                    ","closure    ","           ","TRUE","FALSE","(x, shape, scale = 1)                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.62.3"
"dgeom                     ","closure    ","           ","TRUE","FALSE","(x, prob)                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.62.3"
"dget                      ","closure    ","           ","TRUE","FALSE","(file)                                                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.62.3"
"dhyper                    ","closure    ","           ","TRUE","FALSE","(x, m, n, k)                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.62.3"
"diag                      ","closure    ","           ","TRUE","FALSE","(x = 1, nrow, ncol = n)                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.62.3"
"diag<-                    ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.62.3"
"diff                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.62.3"
"diff.default              ","closure    ","           ","TRUE","FALSE","(x, lag = 1, differences = 1)                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.62.3"
"digamma                   ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"dim                       ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"dim.data.frame            ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"dim<-                     ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"dimnames                  ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"dimnames.data.frame       ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"dimnames<-                ","special    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"dimnames<-.data.frame     ","closure    ","           ","TRUE","FALSE","(x, value)                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.62.3"
"dlnorm                    ","closure    ","           ","TRUE","FALSE","(x, meanlog = 0, sdlog = 1)                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.62.3"
"dlogis                    ","closure    ","           ","TRUE","FALSE","(x, location = 0, scale = 1)                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.62.3"
"dnbinom                   ","closure    ","           ","TRUE","FALSE","(x, size, prob)                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.62.3"
"dnchisq                   ","closure    ","           ","TRUE","FALSE","(x, df, lambda)                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.62.3"
"dnorm                     ","closure    ","           ","TRUE","FALSE","(x, mean = 0, sd = 1)                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.62.3"
"do.call                   ","closure    ","           ","TRUE","FALSE","(what, args)                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.62.3"
"dotplot                   ","closure    ","           ","TRUE","FALSE","(x, labels = NULL, groups = NULL, gdata = NULL, cex = par(\""cex\""), \t    pch = 21, gpch = 21, bg = par(\""bg\""), color = par(\""fg\""), \t    gcolor = par(\""fg\""), lcolor = \""gray\"", main = NULL, xlab = NULL, \t    ylab = NULL, ...)                                                                                                                 ","base   ","NA","0.62.3"
"double                    ","closure    ","           ","TRUE","FALSE","(length = 0)                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.62.3"
"dpois                     ","closure    ","           ","TRUE","FALSE","(x, lambda)                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.62.3"
"dput                      ","closure    ","           ","TRUE","FALSE","(x, file = \""\"")                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.62.3"
"drop                      ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"drop.terms                ","closure    ","           ","TRUE","FALSE","(termobj, dropx = NULL, keep.response = FALSE)                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.62.3"
"dt                        ","closure    ","           ","TRUE","FALSE","(x, df)                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.62.3"
"dump                      ","closure    ","           ","TRUE","FALSE","(list, fileout = \""dumpdata\"")                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.62.3"
"dunif                     ","closure    ","           ","TRUE","FALSE","(x, min = 0, max = 1)                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.62.3"
"duplicated                ","closure    ","           ","TRUE","FALSE","(x, incomparables = FALSE)                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.62.3"
"dweibull                  ","closure    ","           ","TRUE","FALSE","(x, shape, scale = 1)                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.62.3"
"dwilcox                   ","closure    ","           ","TRUE","FALSE","(x, m, n)                                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.62.3"
"dyn.load                  ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"edit                      ","closure    ","           ","TRUE","FALSE","(name = NULL, file = \""\"", editor = options()$editor)                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.62.3"
"effects                   ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.62.3"
"effects.glm               ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
"effects.lm                ","closure    ","           ","TRUE","FALSE","(object, set.sign = FALSE)                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.62.3"
"eigen                     ","closure    ","           ","TRUE","FALSE","(x, symmetric, only.values = FALSE)                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.62.3"
