"name","type","class","exported","S4generic","args","package","priority","Rversion"
"pchisq                    ","closure    ","           ","TRUE","FALSE","(q, df, ncp = 0)                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"pentagamma                ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"persp                     ","closure    ","           ","TRUE","FALSE","(x = seq(0, 1, len = nrow(z)), y = seq(0, 1, len = ncol(z)),     z, xlim = range(x), ylim = range(y), zlim = range(z, na.rm = TRUE),     theta = 0, phi = 15, r = sqrt(3), d = 1, scale = TRUE, expand = 1,     col, border, ...)                                                                                                                              ","base   ","NA","0.63.2"
"pexp                      ","closure    ","           ","TRUE","FALSE","(q, rate = 1)                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.63.2"
"pf                        ","closure    ","           ","TRUE","FALSE","(q, df1, df2, ncp = 0)                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.63.2"
"pgamma                    ","closure    ","           ","TRUE","FALSE","(q, shape, scale = 1)                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.63.2"
"pgeom                     ","closure    ","           ","TRUE","FALSE","(q, prob)                                                                                                                                                                                                                                                                                                                                                      ","base   ","NA","0.63.2"
"phyper                    ","closure    ","           ","TRUE","FALSE","(q, m, n, k)                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.63.2"
"pi                        ","double     ","           ","TRUE","FALSE","NA","base   ","NA","0.63.2"
"pico                      ","closure    ","           ","TRUE","FALSE","(name = NULL, file = \""\"")                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.63.2"
"pictex                    ","closure    ","           ","TRUE","FALSE","(file = \""Rplots.tex\"", width = 5, height = 4, debug = FALSE,     bg = \""white\"", fg = \""black\"")                                                                                                                                                                                                                                                              ","base   ","NA","0.63.2"
"piechart                  ","closure    ","           ","TRUE","FALSE","(x, labels = names(x), edges = 200, radius = 0.8, col = NULL,     main = NULL, ...)                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"plnorm                    ","closure    ","           ","TRUE","FALSE","(q, meanlog = 0, sdlog = 1)                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.63.2"
"plogis                    ","closure    ","           ","TRUE","FALSE","(q, location = 0, scale = 1)                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.63.2"
"plot                      ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"plot.data.frame           ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"plot.default              ","closure    ","           ","TRUE","FALSE","(x, y = NULL, type = \""p\"", xlim = NULL, ylim = NULL,     log = \""\"", main = NULL, sub = NULL, xlab = NULL, ylab = NULL,     ann = par(\""ann\""), axes = TRUE, frame.plot = axes, panel.first = NULL,     panel.last = NULL, col = par(\""fg\""), bg = NA, pch = par(\""pch\""),     cex = par(\""cex\""), lty = par(\""lty\""), lwd = par(\""lwd\""), asp = NA,     ...) ","base   ","NA","0.63.2"
"plot.density              ","closure    ","           ","TRUE","FALSE","(s, main = NULL, xlab = NULL, ylab = \""Density\"", type = \""l\"",     zero.line = TRUE, ...)                                                                                                                                                                                                                                                                     ","base   ","NA","0.63.2"
"plot.factor               ","closure    ","           ","TRUE","FALSE","(x, y, legend.text = levels(y), ...)                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.63.2"
"plot.formula              ","closure    ","           ","TRUE","FALSE","(formula, data = NULL, subset, na.action, ..., ask = TRUE)                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.63.2"
"plot.function             ","closure    ","           ","TRUE","FALSE","(fn, from = 0, to = 1, ...)                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.63.2"
"plot.lm                   ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"plot.mlm                  ","closure    ","           ","TRUE","FALSE","(...)                                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.63.2"
"plot.new                  ","closure    ","           ","TRUE","FALSE","(ask = NA)                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.63.2"
"plot.ts                   ","closure    ","           ","TRUE","FALSE","(x, y = NULL, type = \""l\"", xlim = NULL, ylim = NULL,     xlab = \""Time\"", ylab, log = \""\"", col = par(\""col\""), bg = NA,     pch = par(\""pch\""), cex = par(\""cex\""), lty = par(\""lty\""), lwd = par(\""lwd\""),     axes = TRUE, frame.plot = axes, ann = par(\""ann\""), main = NULL,     ...)                                                                    ","base   ","NA","0.63.2"
"plot.window               ","closure    ","           ","TRUE","FALSE","(xlim, ylim, log = \""\"", asp = NA, ...)                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.63.2"
"plot.xy                   ","closure    ","           ","TRUE","FALSE","(xy, type, pch = 1, lty = \""solid\"", col = par(\""fg\""),     bg = NA, cex = 1, ...)                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.2"
"pmatch                    ","closure    ","           ","TRUE","FALSE","(x, table, nomatch = NA, duplicates.ok = FALSE)                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.63.2"
"pmax                      ","closure    ","           ","TRUE","FALSE","(..., na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.63.2"
"pmin                      ","closure    ","           ","TRUE","FALSE","(..., na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.63.2"
"pnbinom                   ","closure    ","           ","TRUE","FALSE","(q, size, prob)                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.63.2"
"pnchisq                   ","closure    ","           ","TRUE","FALSE","(q, df, lambda)                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.63.2"
"pnorm                     ","closure    ","           ","TRUE","FALSE","(q, mean = 0, sd = 1)                                                                                                                                                                                                                                                                                                                                          ","base   ","NA","0.63.2"
"points                    ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"points.default            ","closure    ","           ","TRUE","FALSE","(x, y = NULL, type = \""p\"", pch = 1, col = \""black\"", bg = NA,     cex = 1, ...)                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"poisson                   ","closure    ","           ","TRUE","FALSE","(link = \""log\"")                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"poly                      ","closure    ","           ","TRUE","FALSE","(x, degree = 1)                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.63.2"
"polygon                   ","closure    ","           ","TRUE","FALSE","(x, y = NULL, density = -1, angle = 45, border = par(\""fg\""),     ...)                                                                                                                                                                                                                                                                                         ","base   ","NA","0.63.2"
"polyroot                  ","closure    ","           ","TRUE","FALSE","(z)                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"pos.to.env                ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"postscript                ","closure    ","           ","TRUE","FALSE","(file = \""Rplots.ps\"", ...)                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.63.2"
"power                     ","closure    ","           ","TRUE","FALSE","(lambda = 1)                                                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.63.2"
"ppoints                   ","closure    ","           ","TRUE","FALSE","(n, a = ifelse(n <= 10, 3/8, 1/2))                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.2"
"ppois                     ","closure    ","           ","TRUE","FALSE","(q, lambda)                                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.63.2"
"predict                   ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.63.2"
"predict.glm               ","closure    ","           ","TRUE","FALSE","(object, newdata = NULL, type = c(\""link\"", \""response\""),     se.fit = FALSE, dispersion = NULL, ...)                                                                                                                                                                                                                                                         ","base   ","NA","0.63.2"
"predict.lm                ","closure    ","           ","TRUE","FALSE","(object, newdata, se.fit = FALSE, scale = NULL, df = Inf,     interval = c(\""none\"", \""confidence\"", \""prediction\""), level = 0.95)                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"predict.mlm               ","closure    ","           ","TRUE","FALSE","(object, newdata, se.fit = FALSE)                                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.63.2"
"preplot                   ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.63.2"
"pretty                    ","closure    ","           ","TRUE","FALSE","(x, n = 5, min.n = n%/%3, shrink.sml = 0.75, high.u.bias = 1.5,     u5.bias = 0.5 + 1.5 * high.u.bias, eps.correct = 0)                                                                                                                                                                                                                                        ","base   ","NA","0.63.2"
"print                     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"print.anova               ","closure    ","           ","TRUE","FALSE","(x, digits = max(.Options$digits - 2, 3), signif.stars = .Options$show.signif.stars,     ...)                                                                                                                                                                                                                                                                  ","base   ","NA","0.63.2"
"print.anova.glm           ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), ...)                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.63.2"
"print.anova.lm            ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), ...)                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.63.2"
"print.aov                 ","closure    ","           ","TRUE","FALSE","(x, intercept = FALSE, tol = .Machine$double.eps^0.5,     ...)                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.63.2"
"print.aovlist             ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"print.atomic              ","closure    ","           ","TRUE","FALSE","(x, quote = TRUE, ...)                                                                                                                                                                                                                                                                                                                                         ","base   ","NA","0.63.2"
"print.coefmat             ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 2), signif.stars = .Options$show.signif.stars,     dig.tst = max(1, min(5, digits - 1)), cs.ind = 1:k, tst.ind = k +         1, zap.ind = integer(0), P.values = NULL, has.Pvalue = nc >=         4 && substr(colnames(x)[nc], 1, 3) == \""Pr(\"", na.print = \""\"",     ...)                                               ","base   ","NA","0.63.2"
"print.data.frame          ","closure    ","           ","TRUE","FALSE","(x, ..., digits = NULL, quote = FALSE, right = TRUE)                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.63.2"
"print.default             ","closure    ","           ","TRUE","FALSE","(x, digits = NULL, quote = TRUE, na.print = NULL, print.gap = NULL,     right = FALSE, ...)                                                                                                                                                                                                                                                                    ","base   ","NA","0.63.2"
"print.density             ","closure    ","           ","TRUE","FALSE","(x, digits = NULL, ...)                                                                                                                                                                                                                                                                                                                                        ","base   ","NA","0.63.2"
"print.dummy.coef          ","closure    ","           ","TRUE","FALSE","(x, ..., title)                                                                                                                                                                                                                                                                                                                                                ","base   ","NA","0.63.2"
"print.dummy.coef.list     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"print.factor              ","closure    ","           ","TRUE","FALSE","(x, quote = FALSE)                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.2"
"print.family              ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"print.formula             ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"print.glm                 ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), na.print = \""\"",     ...)                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"print.glm.null            ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), na.print = \""\"",     ...)                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"print.htest               ","closure    ","           ","TRUE","FALSE","(x, digits = 4, quote = TRUE, prefix = \""\"")                                                                                                                                                                                                                                                                                                                   ","base   ","NA","0.63.2"
"print.infl                ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 4), ...)                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.63.2"
"print.listof              ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"print.lm                  ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), ...)                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.63.2"
"print.lm.null             ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), ...)                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.63.2"
"print.matrix              ","closure    ","           ","TRUE","FALSE","(x, rowlab = dn[[1]], collab = dn[[2]], quote = TRUE,     right = FALSE, na.print = NULL, print.gap = NULL)                                                                                                                                                                                                                                                    ","base   ","NA","0.63.2"
"print.mtable              ","closure    ","           ","TRUE","FALSE","(x, ..., digits = .Options$digits, quote = FALSE, right = FALSE)                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"print.noquote             ","closure    ","           ","TRUE","FALSE","(obj, ...)                                                                                                                                                                                                                                                                                                                                                     ","base   ","NA","0.63.2"
"print.ordered             ","closure    ","           ","TRUE","FALSE","(x, quote = FALSE)                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.2"
"print.plot                ","closure    ","           ","TRUE","FALSE","()                                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.2"
"print.simple.list         ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"print.summary.aov         ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), symbolic.cor = p >     4, signif.stars = .Options$show.signif.stars, ...)                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"print.summary.aovlist     ","closure    ","           ","TRUE","FALSE","(x, ...)                                                                                                                                                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"print.summary.glm         ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), na.print = \""\"",     symbolic.cor = p > 4, signif.stars = .Options$show.signif.stars,     ...)                                                                                                                                                                                                                       ","base   ","NA","0.63.2"
"print.summary.glm.null    ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), na.print = \""\"",     ...)                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"print.summary.lm          ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), symbolic.cor = p >     4, signif.stars = .Options$show.signif.stars, ...)                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"print.summary.lm.null     ","closure    ","           ","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), ...)                                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.63.2"
"print.table               ","closure    ","           ","TRUE","FALSE","(x, digits = .Options$digits, quote = FALSE, na.print = \""\"",     ...)                                                                                                                                                                                                                                                                                         ","base   ","NA","0.63.2"
"print.tables.aov          ","closure    ","           ","TRUE","FALSE","(x, digits = 4, ...)                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.63.2"
"print.tabular             ","closure    ","           ","TRUE","FALSE","(table, digits = max(3, .Options$digits - 3), na.print = \""\"")                                                                                                                                                                                                                                                                                                 ","base   ","NA","0.63.2"
"print.terms               ","closure    ","           ","TRUE","FALSE","(x)                                                                                                                                                                                                                                                                                                                                                            ","base   ","NA","0.63.2"
"print.ts                  ","closure    ","           ","TRUE","FALSE","(x, calendar, ...)                                                                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.2"
"prmatrix                  ","closure    ","           ","TRUE","FALSE","(x, rowlab = dn[[1]], collab = dn[[2]], quote = TRUE,     right = FALSE, na.print = NULL, print.gap = NULL)                                                                                                                                                                                                                                                    ","base   ","NA","0.63.2"
"proc.time                 ","builtin    ","           ","TRUE","NA","                                                                                                                                                                                                                                                                                                                                                               ","base   ","NA","0.63.2"
"prod                      ","closure    ","           ","TRUE","FALSE","(..., na.rm = FALSE)                                                                                                                                                                                                                                                                                                                                           ","base   ","NA","0.63.2"
"proj                      ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.63.2"
"proj.aov                  ","closure    ","           ","TRUE","FALSE","(object, onedf = FALSE, unweighted.scale = FALSE)                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.63.2"
"proj.aovlist              ","closure    ","           ","TRUE","FALSE","(object, onedf = FALSE, unweighted.scale = FALSE)                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.63.2"
"proj.default              ","closure    ","           ","TRUE","FALSE","(object, onedf = TRUE, ...)                                                                                                                                                                                                                                                                                                                                    ","base   ","NA","0.63.2"
"proj.lm                   ","closure    ","           ","TRUE","FALSE","(object, onedf = FALSE, unweighted.scale = FALSE)                                                                                                                                                                                                                                                                                                              ","base   ","NA","0.63.2"
"prompt                    ","closure    ","           ","TRUE","FALSE","(object, ...)                                                                                                                                                                                                                                                                                                                                                  ","base   ","NA","0.63.2"
"prompt.default            ","closure    ","           ","TRUE","FALSE","(object, filename = paste0(name, \"".Rd\""), force.function = FALSE)                                                                                                                                                                                                                                                                                             ","base   ","NA","0.63.2"
"prop.test                 ","closure    ","           ","TRUE","FALSE","(x, n, p = NULL, alternative = \""two.sided\"", conf.level = 0.95,     correct = TRUE)                                                                                                                                                                                                                                                                           ","base   ","NA","0.63.2"
